"NRA"	"Establecimiento"	"Sector"	"Número SCIAN"	"SCIAN"	"Clave Ambiental"	"Actividad Principal"	"Nombre Parque Industrial"	"Latitud Norte"	"Longitud Oeste"	"Calle"	"Número Exterior"	"Número Interior"	"Entre Calle 1"	"Entre Calle 2"	"Colonia"	"Localidad"	"Municipio"	"Entidad Federativa"	"Código Postal"
"LOR5J2103421"	"LORREY, S.A. DE C.V."	"Quimica"	"325130"	"Fabricación de pigmentos y colorantes sintéticos."	"5J"	"PRODUCCIÓN DE COLORANTES Y PIGMENTOS (INCLUYE ORGÁNICOS E INORGÁNICOS, SÓLO CUANDO SE PROD"		"19°8'41"""	"98°16'19"""	"CAMINO DEL REY"	"SN"		"EL MIRADOR"	"PRIVADA HIDALGO"	"PREDIO RUSTICO EL MIRADOR"	"SAN FRANCISCO OCOTLAN"	"Coronango"	"PUEBLA"	"72670"
"LPA6E0502711"	"LEON PLASTICS AUTOMOTIVE DE MEXICO SA DE CV."	"Articulos y productos plasticos"	"326192"	"Fabricación de autopartes de plástico con y sin reforzamiento."	"6E"	"INYECCIÓN DE PLÁSTICO FOAM Y ENSAMBLE DE COMPONENTES PARA LA INDUSTRIA AUTOMOTRIZ."	"PARQUE INDUSTRIAL SALTILLO RAMOS ARIZPE"	"25°33'36"""	"100°55'56"""	"BOULEVARD PARQUE INDUSTRIAL."	"3200"		"NA"	"NA"	"PARQUE INDUSTRIAL SALTILLO RAMOAS ARIZPE"	"RAMOS ARIZPE."	"Ramos Arizpe"	"COAHUILA"	"25900"
"LPA7P1607911"	"LAMINADORA PATZCUARO S.A DE C.V"	"Metalurgica (incluye la siderurgica)"	"331420"	"Laminación secundaria de cobre."	"7P"	"FUNDICION Y LAMINACION DE COBRE Y LATON"	"EN LAS AFUERAS DEL POBLADO"	"19°24'27"""	"101°38'5"""	"PROLONGACION CANDONGA"	"NA"		"NA"	"NA"	"EL ARTESANO"	"SANTA CLARA DEL COBRE"	"Salvador Escalante"	"MICHOACAN"	"61800"
"LPC1I1903911"	"LÁMINA Y PLACA COMERCIAL, S.A. DE C.V. PLANTA TREFILADOS"	"Otros"	"332810"	"Recubrimientos y terminados metálicos."	"1I"	"LÁMINA DE ACERO Y COMERCIALIZACIÓN AL POR MAYOR DE MATERIALES METÁLICOS"		"25°42'44"""	"100°17'6"""	"DIEGO DIAZ DE BERLANGA"	"1005"	"SUR"	"AVE. CD. DE LOS ÁNGELES"	"NOGALAR"	"VALLE DEL NOGALAR"		"San Nicolas de los Garza"	"NUEVO LEON"	"66480"
"LPC7I1902611"	"LÁMINA Y PLACA COMERCIAL, S.A. DE C.V. PLANTA CINTACERO"	"Quimica"	"332810"	"Recubrimientos y terminados metálicos."	"8A"	"COMERCIO AL POR MAYOR DE MATERIALES METÁLICOS"	"PARQUE INDUSTRIAL PROMOFISA"	"25°42'18"""	"100°11'59"""	"AVE. RUIZ CORTINES"	"2500"		"MODESTO ALANIS"	"EXCELENCIA"	"SAN MIGUEL"		"Guadalupe"	"NUEVO LEON"	"67110"
"LPC7J1904611"	"LÁMINA Y PLACA COMERCIAL, S.A. DE C.V., PLANTA TUNA"	"Metalurgica (incluye la siderurgica)"	"331111"	"Complejos siderúrgicos."	"7J"	"PRODUCCIÓN DE TUBOS Y POSTES DE HIERRO Y ACERO (SÓLO MEDIANTE PROCESOS TÉRMICOS O DE FUNDI"		"25°42'46"""	"100°17'18"""	"DIEGO DÍAZ DE BERLANGA"	"1002 SUR"		"AVE. LOS ANGELES"	"NOGALAR"	"VALLE DEL NOGALAR"		"San Nicolas de los Garza"	"NUEVO LEON"	"66480"
"LINMB3008211"	"LUPEROX INICIADORES S.A. DE C.V."	"Quimica"	"325999"	"Fabricación de otros productos químicos."	"MB"	"FABRICACION DE PRODUCTOS QUIMICOS BASICOS ORGANICOS."	"SITIO AISLADO  ASENTAMIENTO HUMANO A MAS DE 600 M"	"18°2'23"""	"94°20'31"""	"CARRETERA NANCHITAL LAS CHOAPAS"	"KM 6.5"		"COMPAÑIA PRODEXA"	"AUTOPISTA COSOLEACAQUE NUEVO TEAPA"	"ESTACION EL CHAPO"	"IXHUATLAN DEL SURESTE"	"Ixhuatlan del Sureste"	"VERACRUZ"	"96360"
"LIQ341510611"	"LIQUIMEX, S.A. DE C.V."	"Bebidas y tabaco"	"312112"	"Purificación y embotellado de agua."	"MQ"	"EMBOTELLADO DE AGUA PURIFICADA"		"19°19'47"""	"99°34'9"""	"BOULEVARD MIGUEL ALEMÁN VALDES"	"521"		"CIRCUITO GRANJAS"	"AVENIDA MANUEL ÁVILA CAMACHO"	"SAN PEDRO TOTOLTEPEC"	"SAN PEDRO TOTOLTEPEC"	"Toluca"	"MEXICO"	"50200"
"LIT1F0502511"	"Littelfuse S.A. de C. V."	"Automotriz"	"336390"	"Fabricación de otras partes para vehículos automotrices."	"9M"	"Manufactura de fusibles de aplicacion automotriz"	"Business Park"	"28°38'48"""	"100°32'11"""	"Lib. Venustiano Carranza"	"2501"		"NA"	"NA"	"Lomas de la villa"	"Piedras Negras Coahuila"	"Piedras Negras"	"COAHUILA"	"26090"
"LKE5T1510611"	"LABORATORIOS KENER, S.A. DE C.V."	"Quimica"	"325412"	"Fabricación de preparaciones farmacéuticas."	"5T"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO)."	"PARQUE INDUSTRIAL TOLUCA 2000"	"19°17'5"""	"99°40'4"""	"EJE 1 NORTE"	"MZ C"	"LT 3"	"CALLE 6"	"CALLE 7"	"PARQUE INDUSTRIAL TOLUCA 2000"		"Toluca"	"MEXICO"	"50200"
"LLI5T0900411"	"LABORATORIOS LIOMONT S.A. DE C.V."	"Quimica"	"325412"	"Fabricación de preparaciones farmacéuticas."	"5T"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS"		"19°21'25"""	"99°18'1"""	"ADOLFO LOPEZ MATEOS"	"68"		"CASTILLO LEDON"	"JESUS DEL MONTE"	"CUAJIMALPA"		"Cuajimalpa de Morelos"	"DISTRITO FEDERAL"	"05000"
"LLNZU1307711"	"LLANTAS Y LUBRICANTES NASMAR, S.A. DE C.V."	"Otros"	"493111"	"Almacenes generales de depósito."	"ZU"	"COMPRA VENTA DE LLANTAS ACEITES Y ACUMULADORES"		"20°4'11"""	"98°24'59"""	"CARRETERA MEXICO TUXPAN"	"KM. 138"		"ENTRADA AL LA UTEC"	"FRENTE A GASOLINERIA SANTA MARIA"	"SAN FRANCISCO"	"TULANCINGO"	"Tulancingo de Bravo"	"HIDALGO"	"43667"
"LMA1F3105011"	"LOGÍSTICA DEL MAYAB SA DE CV"	"Otros"	"811111"	"Reparación mecánica en general de automóviles y camiones."	"1F"	"SERVICIO DE AUTOTRANSPORTE EN GENERAL LOCAL Y FORÁNEO"	"PERIFÉRICO CIUDAD DE MERIDA"	"20°50'0"""	"89°33'31"""	"ANILLO PERIFÉRICO"	"SN"	"CAT 14335"	"ANILLO PERIFÉRICO"	"cruce vía FFCC a Tizimín"	"PACABTUN"	"MERIDA"	"Merida"	"YUCATAN"	"97160"
"LMC0901500095"	"GRUPO DIAGNOSTICO MEDICO PROA S.A. DE C.V."	"Otros"	"621511"	"Laboratorios médicos y de diagnóstico del sector privado."	"BG"	"ANALISIS CLINICOS, HISTOPATOLOGIA CITOLOGIA EXFOLIATIVA, BIOEQUIVALENCIA Y TOXICOLOGICOS"		"19°27'10"""	"99°10'10"""	"ALFONSO HERRERA"	"75"		"GABINO BARREDA"	"IGNACIO MANUEL ALTAMIRANO"	"SAN RAFAEL"		"Cuauhtemoc"	"DISTRITO FEDERAL"	"06470"
"LMCTG0400311"	"LOGISTICA MEXICANA DEL CARIBE, S. DE R. L. DE C. V."	"Otros"	"483112"	"Transporte marítimo de cabotaje, excepto de petróleo y gas natural."	"TG"	"TRANSPORTACION MARITIMA"		"18°38'51"""	"91°48'52"""	"AV. PASEO DEL MAR"	"37"		"MEROP"	"CURVINA"	"JUSTO SIERRA"	"CIUDAD DEL CARMEN"	"Carmen"	"CAMPECHE"	"24114"
"LGA5T1403911"	"LABORATORIOS GARGO S.A DE C.V"	"Quimica"	"325412"	"Fabricación de preparaciones farmacéuticas."	"5T"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO)."		"20°38'0"""	"103°20'0"""	"AV. DR .R MICHEL"	"2914"		"PARRAS"	"NOPAL"	"ALAMO"		"Guadalajara"	"JALISCO"	"44490"
"LGEK91900611"	"LAMPARAS GENERAL ELECTRIC S. DE R.L DE C.V"	"Otros"	"811312"	"Reparación y mantenimiento de maquinaria y equipo industrial."	"K9"	"REPARACIÓN DE MOTORES ELECTRICOS PARA LOCOMOTORA"	"PARQUE INDUSTRIAL FINSA MONTERREY"	"25°46'47"""	"100°8'27"""	"BULV TLC"	"2000"		"HELIOS"	"AV. ROGELIO GONZALEZ CABALLERO"	"PARQUE IND MONTERREY"	"APODACA"	"Apodaca"	"NUEVO LEON"	"66600"
"LGR5T0900311"	"Laboratorios Grossman S.A."	"Quimica"	"325412"	"Fabricación de preparaciones farmacéuticas."	"5T"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO)."		"19°20'4"""	"99°8'44"""	"Calzada de Tlalpan"	"2021"		"Puerto Rico"	"San Andrés"	"Parque San Andrés"		"Coyoacan"	"DISTRITO FEDERAL"	"04040"
"LGR5T0901411"	"LABORATORIOS GRIN, S.A. DE C.V."	"Quimica"	"325412"	"Fabricación de preparaciones farmacéuticas."	"5T"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO)."		"19°21'24"""	"99°10'11"""	"RODRIGUEZ SARO"	"630"		"GABRIEL MANCERA"	"AMORES"	"DEL VALLE"		"Benito Juarez"	"DISTRITO FEDERAL"	"03100"
"LHI7F1306911"	"LAMINADOS DE HIDALGO S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"331111"	"Complejos siderúrgicos."	"7F"	"LAMINACIÓN PRIMARIA DE HIERRO Y ACERO"		"19°49'35"""	"98°56'24"""	"AVENIDA MEXICO"	"SIN"	"NUM."	"AVENIDA MEXICO"	"16 DE ENERO"	"HUITZILA"	"TIZAYUCA"	"Tizayuca"	"HIDALGO"	"43820"
"LHOZU1505711"	"LABORATORIOS HORMONA, S.A. DE C.V."	"Otros"	"493111"	"Almacenes generales de depósito."	"ZU"	"ALMACENAMIENTO Y DISTRIBUCION DE PRODUCTOS FARMACEUTICOS"		"19°28'2"""	"99°13'37"""	"CALLE HORMONA"	"2B"		"BOULEVARD TOLUCA"	"BOULEVARD MANUEL AVILA CAMACHO"	"SAN ANDRES ATOTO"		"Naucalpan de Juarez"	"MEXICO"	"53500"
"LIM910200411"	"LEACH INTERNATIONAL MEXICO S. de R.L. de C.V."	"Equipos y articulos electronicos, electricos y domesticos"	"335999"	"Fabricación de otros productos eléctricos."	"91"	"Maquila manufacturera de aparatos electricos y electronicos"	"BAJA MAQ EL AGUILA"	"32°28'39"""	"116°54'43"""	"Del Aguila Azteca"	"19190"		"Aguila Coronada"	"Aguila Real"	"BAJA MAQ EL AGUILA"	"TIJUANA"	"Tijuana"	"BAJA CALIFORNIA"	"22576"
"LIMBB0200411"	"LAVANDERIA INDUSTRIAL MAYPA, S.A. DE C.V."	"Tratamiento de residuos peligrosos"	"562111"	"Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos."	"LT"	"RECOLECCION, TRATAMIENTO E INCINERACION DE RP INDUSTRIALES, MEDICAMENTOS CADUCOS Y RPBI"	"CIUDAD INDUSTRIAL"	"32°32'50"""	"116°56'52"""	"MAR BERMEJO"	"22"	"A"	"FRAY MAYORGA"	"CARRETERA AEROPUERTO"	"GARITA DE OTAY"	"TIJUANA"	"Tijuana"	"BAJA CALIFORNIA"	"22430"
"LIN5Y0803711"	"Lexmark Internacional S.A. de C.V."	"Pinturas y tintas"	"325910"	"Fabricación de tintas para impresión."	"5Y"	"PRODUCCIÓN DE TINTAS PARA IMPRESIÓN Y ESCRITURA."	"Parque Industrial Independencia III"	"31°37'53"""	"106°22'59"""	"Boulevard Independencia"	"3550"		"Punta del este"	"Leonardo Solis Barraza"	"El Barreal"		"Juarez"	"CHIHUAHUA"	"32720"
"LEM5T1505111"	"Lemery S.A. de C.V."	"Quimica"	"325412"	"Fabricación de preparaciones farmacéuticas."	"5T"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO)."	"Parque Industrial Lerma"	"19°29'59"""	"99°52'59"""	"Av. Santa Ana"	"65"		"Av. circuito de la Industria sur"	"Av. del Parque"	"Parque Industrial Lerma"	"Lerma de Villada"	"Lerma"	"MEXICO"	"52000"
"LEM911900611"	"LG ELECTRONICS MONTERREY MEXICO SA DE CV"	"Articulos y productos compuestos de diferentes materiales"	"335210"	"Fabricación de enseres electrodomésticos menores."	"BC"	"FABRICACION DE APARATOS DE LINEA BLANCA"	"PARQUE INDUSTRIAL PIMSA OTE"	"25°46'15"""	"100°9'35"""	"AVENIDA INDUSTRIAS"	"180"		"CRUCE CON TOPOCHICO"	"NA"	"FRACC. INDUSTRIAL PIMSA OTE"		"Apodaca"	"NUEVO LEON"	"66603"
"LETC11306911"	"L ETE S.A. DE C.V."	"Quimica"	"325999"	"Fabricación de otros productos químicos."	"MB"	"Fabricación, maquila y destilación de sustancias químicas"	"Parque Industrial Tizayuca"	"19°49'20"""	"98°58'26"""	"Sur 2"	"Manzana 6"	"Lote 21"	"Oriente 3"	"Oriente 5"	"Tizayuca"	"Tizayuca"	"Tizayuca"	"HIDALGO"	"43800"
"LFC231503311"	"LUZ  Y  FUERZA  DEL  CENTRO PLANTA GENERADORA DE  ENERGIA ELECTRICA ECATEPEC"	"Generación de energía eléctrica"	"221110"	"Generación, transmisión y distribución de energía eléctrica."	"AD"	"GENERACION  DE  ENERGIA  ELECTRICA"		"19°36'59"""	"99°3'23"""	"AVENIDA  REVOLUCION"	"SN"		"CARR. LOS REYES TEXCOCO"	"16 DE SEPTIEMBRE"	"EL CARMEN"	"ECATEPEC"	"Ecatepec de Morelos"	"MEXICO"	"55020"
"LFC231510911"	"LUZ Y FUERZA DEL  CENTRO PLANTA  GENERADORA DE  ENERGIA ELECT. VILLA  DE FLORES"	"Generación de energía eléctrica"	"221110"	"Generación, transmisión y distribución de energía eléctrica."	"AD"	"GENERAC ION  Y TRANSMISION DE ENERGIA ELECTRICA (SOLO GENERACION INCLUYE LAS  INSTALACIONE"		"19°38'10"""	"99°11'4"""	"AVENIDA PRADOS"	"SN"				"CONJUNTO  HABITACIONAL EL ROCIO"		"Tultitlan"	"MEXICO"	"53240"
"LFCAD0900511"	"LUZ  Y  FUERZA  DEL  CENTRO PLANTA  GENERADORA DE  ENERGIA ELECTRICA  ARAGON"	"Generación de energía eléctrica"	"221110"	"Generación, transmisión y distribución de energía eléctrica."	"AD"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"AREA URBANA"	"19°27'59"""	"99°5'59"""	"NORTE 94"	"5615"		"ORIETE 101"	"ORIENTE"	"GERTRUDIS SANCHEZ"		"Gustavo A. Madero"	"DISTRITO FEDERAL"	"07839"
"LFCAD0900711"	"LUZ  Y  FUERZA  DEL  CENTRO PLANTA  GENERADORA DE  ENERGIA ELECTRICA  MAGDALENA"	"Generación de energía eléctrica"	"221110"	"Generación, transmisión y distribución de energía eléctrica."	"AD"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"AREA URBANA"	"19°27'59"""	"99°5'59"""	"AV. RIO  CHURUBUSCO  ESQ  CANAL  DE TEZO"	"SN"		"A. CANAL DE TEZONTLE"	"EJE 5 SUR"	"PASEO  DE CHURUBUSCO"		"Iztapalapa"	"DISTRITO FEDERAL"	"09030"
"LFCAD0900712"	"LUZ  Y  FUERZA  DEL  CENTRO PLANTA  GENERADORA DE  ENERGIA ELECTRICA  IZTAPALAPA"	"Generación de energía eléctrica"	"221110"	"Generación, transmisión y distribución de energía eléctrica."	"AD"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"AREA URBANA"	"19°20'0"""	"99°4'25"""	"NUATLA ESQ. AV. SAN LORENZO"	"SN"		"BELLAVISTA"	"ESTRELLA"	"EL RODEO"		"Iztapalapa"	"DISTRITO FEDERAL"	"09860"
"LFCAD0900713"	"LUZ  Y  FUERZA  DEL  CENTRO PLANTA  GENERADORA DE  ENERGIA ELECTRICA  SANTA CRUZ"	"Generación de energía eléctrica"	"221110"	"Generación, transmisión y distribución de energía eléctrica."	"AD"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"AREA URBANA"	"19°21'58"""	"99°3'33"""	"AV.  LUIS MENDEZ"	"SN"		"CANAL DE SAN JUAN"	"SUR 29"	"VICENTE GUERRERO"		"Iztapalapa"	"DISTRITO FEDERAL"	"09200"
"LFCAD0901311"	"LUZ  Y  FUERZA  DEL  CENTRO PLANTA  GENERADORA DE  ENERGIA ELECTRICA  COAPA"	"Generación de energía eléctrica"	"221110"	"Generación, transmisión y distribución de energía eléctrica."	"AD"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"AREA URBANA"	"19°16'11"""	"99°7'37"""	"EJIDO"	"SN"		"AV. GUADALUPE I. RAMIREZ"	"DURAZNO"	"LAS PERITAS"		"Xochimilco"	"DISTRITO FEDERAL"	"16010"
"LFCAD1505411"	"LUZ  Y  FUERZA  CENTRO  PLANTA  GENERADORA DE ENERGIA ELECTRICA ATENCO"	"Generación de energía eléctrica"	"221110"	"Generación, transmisión y distribución de energía eléctrica."	"AD"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"		"19°16'59"""	"99°34'59"""	"AGUSTIN  MELGAR"	"2000"	"NORTE"	"AVENIDA DE LAS TORRES"	"PASEO TOLLOCAN"	"FRANCISCO  I.  MADERO"		"Metepec"	"MEXICO"	"52172"
"LFCAD1505711"	"LUZ  Y FUERZA  DEL  CENTRO  PLANTA GENERADORA DE  ENERGIA ELECTRICA REMEDIOS"	"Generación de energía eléctrica"	"221110"	"Generación, transmisión y distribución de energía eléctrica."	"AD"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"		"19°29'14"""	"99°15'5"""	"AV.  ALCANFORES"	"SN"		"ADOLFO LOPEZ MATEOS"	"AMATES"	"JARDINES DE SAN  MATEO"	"NAUCALAPAN"	"Naucalpan de Juarez"	"MEXICO"	"53240"
"LFCAD1509511"	"LYF  DEL  CENTRO PLANTA GENERADORA  DE ENERGIA ELECTRICA COYOTEPEC I Y II"	"Generación de energía eléctrica"	"221110"	"Generación, transmisión y distribución de energía eléctrica."	"AD"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"		"19°45'43"""	"99°13'5"""	"AUTOPISTA MEXICO QUERETARO KM 48.3"	"SN"				"BARRIO  DE  SANTIAGO"		"Tepotzotlan"	"MEXICO"	"09200"
"LFCAD1510412"	"LUZ  Y  FUERZA  DEL  CENTRO PLANTA  GENERADORA  DE  ENERGIA  ELECTRICA VALLEJO"	"Generación de energía eléctrica"	"221110"	"Generación, transmisión y distribución de energía eléctrica."	"AD"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"AREA  URBANA"	"19°30'58"""	"99°10'29"""	"METEPEC ESQ.  XALPA"	"SN"		"AV. JESUS REYES HEROLES"	"CALZADA VALLEJO"	"EJIDO  SAN JUAN IZTACALA"	"ESTADO  DE  MEXICO"	"Tlalnepantla de Baz"	"MEXICO"	"54160"
"LFCAD1512111"	"LUZ  Y  FUERZA DEL  CENTRO PLANTA GENERADORA DE  ENERGIA ELECTRICA VICTORIA"	"Generación de energía eléctrica"	"221110"	"Generación, transmisión y distribución de energía eléctrica."	"AD"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"		"19°38'8"""	"99°11'32"""	"AUTOPISTA MEXICO  QUERETARO.  KM 34.2"	"SN"				"LAS CONCHITAS"	"CUAUTITLAN IZCALLI"	"Cuautitlan Izcalli"	"MEXICO"	"54757"
"LFCAD1512112"	"LUZ  Y  FUERZA  DEL  CENTRO PLANTA  GENERADORA  DE  ENERGIA  ELECTRICA CUAUTITLA"	"Generación de energía eléctrica"	"221110"	"Generación, transmisión y distribución de energía eléctrica."	"AD"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"ZONA INDUSTRIAL XHALA"	"19°40'52"""	"99°11'18"""	"FUNDIDORES"	"SN"		"20  DE   NOVIEMBRE"	"EMISOR PONIENTE"	"ZONA  INDUSTRIAL XHALA"		"Cuautitlan Izcalli"	"MEXICO"	"54714"
"LFOLJ2201411"	"LBQ, Foundry, S.A. DE C.V"	"Metalurgica (incluye la siderurgica)"	"331510"	"Moldeo por fundición de piezas de hierro y acero."	"LJ"	"FUNDICION DE CHATARRA DE FIERRO, DE ALUMINIO, DE BRONCE, DE PLOMO Y DE OTROS MAT METALICOS"	"ZONA INDUSTRIAL BENITO JUAREZ"	"20°37'33"""	"100°26'24"""	"CALLE 2"	"18"		"CALLE 1"	"ACCESO II"	"IND. BENITO JUAREZ"	"QUERETARO QRO."	"Queretaro"	"QUERETARO"	"76120"
"LBR5T0901612"	"Laboratorios de Biológicos y Reactivos de México S.A. de C.V."	"Quimica"	"325412"	"Fabricación de preparaciones farmacéuticas."	"5T"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO)."		"19°27'8"""	"99°10'15"""	"Prolongación  Manuel  Carpio"	"492"		"Privada Díaz Mirón"	"Díaz Mirón"	"Santo Tomás"	"MÉXICO"	"Miguel Hidalgo"	"DISTRITO FEDERAL"	"11340"
"LBU5T0901611"	"LABORATORIOS BUSTILLOS S.A. DE C.V."	"Quimica"	"325412"	"Fabricación de preparaciones farmacéuticas."	"5T"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO)."		"19°24'7"""	"99°11'26"""	"MANUEL DUBLAN"	"40"		"GAVIOTA"	"CDA. MANUEL DUBLAN"	"TACUBAYA"		"Miguel Hidalgo"	"DISTRITO FEDERAL"	"11870"
"LCE731301311"	"Lafarge Cementos S.A. de C.V."	"Cemento y Cal"	"327310"	"Fabricación de cemento y productos a base de cemento en plantas integradas."	"73"	"PRODUCCIÓN DE CEMENTO."		"19°59'35"""	"99°11'52"""	"Av. 1° de Mayo"	"1"		"NA"	"NA"	"Vito"	"Vito"	"Atotonilco de Tula"	"HIDALGO"	"42981"
"LCE731301312"	"Lafarge Cementos S.A. de C.V."	"Cemento y Cal"	"327310"	"Fabricación de cemento y productos a base de cemento en plantas integradas."	"73"	"PRODUCCIÓN DE CEMENTO."		"20°32'32"""	"99°10'53"""	"Casco del Rancho Bateje"	"sin número"		"NA"	"NA"	"El Refugio"	"Comunidad del Refugio"	"Atotonilco de Tula"	"HIDALGO"	"42980"
"LCM9L0900711"	"LUSAC-COMFHIA DE MÉXICO S.A. DE C.V."	"Automotriz"	"336340"	"Fabricación de partes de sistemas de frenos para vehículos automotrices."	"9L"	"PRODUCCIÓN DE PARTES PARA EL SISTEMA DE FRENOS AUTOMOTRIZ (SÓLO MEDIANTE PROCESOS TÉRMICOS"		"19°21'43"""	"99°5'5"""	"AVENIDA JAVIER ROJO GÓMEZ"	"1201"	"AyB"	"AVENIDA JALISCO"	"ALLENDE"	"SAN MIGUEL IZTAPALAPA"		"Azcapotzalco"	"DISTRITO FEDERAL"	"09360"
"LCM9M0901111"	"LEAR CORPORATION DE MEXICO S DE R.L DE C.V"	"Automotriz"	"336390"	"Fabricación de otras partes para vehículos automotrices."	"9M"	"PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN)."		"19°17'52"""	"99°1'41"""	"AV. TLAHUAC"	"6732"		"INDEPENDENCIA"	"GENERAL MENDOZA"	"SANTIAGO ZAPOTITLAN"		"Tlahuac"	"DISTRITO FEDERAL"	"13300"
"LCO5T2201611"	"LABORATORIOS COLUMBIA S.A. DE C.V."	"Quimica"	"325412"	"Fabricación de preparaciones farmacéuticas."	"5T"	"PRODUCTOS FARMACÉUTICOS"	"NUEVO PARQUE INDUSTRIAL"	"20°22'17"""	"99°58'24"""	"ORIENTE 10"	"10"	"1"					"San Juan del Rio"	"QUERETARO"	"76800"
"LCOLJ3019311"	"LME COMERCIALIZADORA, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"331510"	"Moldeo por fundición de piezas de hierro y acero."	"LJ"	"FUNDICIÓN DE CHATARRA DE FIERRO, DE ALUMINIO, DE BRONCE, DE PLOMO Y DE OTROS MATERIALES ME"	"CIUDAD INDUSTRIAL BRUNO PAGLIAI"	"19°9'52"""	"96°13'45"""	"AVE. ARRAYANES, ESQUINA COCOTEROS"	"No. 1107 LOTE 7"	"MANZANA 16A"	"CALLE COCOTEROS"	"AVE. DE LAS TORRES"	"CIUDAD INDUSTRIAL BRUNO PAGLIAI"	"VERACRUZ"	"Veracruz"	"VERACRUZ"	"91697"
"LCR5T1409711"	"Laboratorios Cryopharma S.A. de C.V."	"Quimica"	"325412"	"Fabricación de preparaciones farmacéuticas."	"5T"	"Fábricación o laboratorio de Fármaco, Medicamentos o Productos Biológicos para uso humano."	"Parque Industrial Químico Farmacéutico"	"20°28'17"""	"103°30'9"""	"Km. 22.5  Carretera Guadalajara - Moreli"	"Km. 22.5"		"x"	"y"	"Parque Industrial Químico Farmacéutico"	"Tlajomulco de Zúñiga"	"Tlajomulco de Zuniga"	"JALISCO"	"45640"
"LCT8S1900612"	"Lenovo Centro Tecnologico S. de R.L. de C.V."	"Equipos y articulos electronicos, electricos y domesticos"	"334110"	"Fabricación de computadoras y equipo periférico."	"8S"	"Fabricación de Computadoras y Equipo Periferico"	"Apodaca Technology Park"	"25°47'15"""	"100°9'55"""	"Boulevard Escobedo"	"316"		"Antiguo Camino a Agua Fria"	"Carretera a Miguel Aleman"	"Apodaca Technology Park"		"Apodaca"	"NUEVO LEON"	"66600"
"LDS9K2802712"	"Linamar Driveline Systems Mexico S. de R.L. de C.V."	"Automotriz"	"336330"	"Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices."	"9K"	"Fabricacion de otras partes para vehiculos automotrices"	"Parque Industrial Rio Grande"	"27°27'54"""	"99°32'26"""	"Blv. Michigan"	"1"		"Rio Grande"	"Blv Michigan"	"Parque Ind. Rio Grande"		"Nuevo Laredo"	"TAMAULIPAS"	"88186"
