"NRA"	"Nombre"	"Sector"	"Actividad principal SEMARNAT"	"Actividad principal"	"Coordenada UTM X"	"Coordenada UTM Y"	"Latitud Norte"	"Longitud Oeste"	"Estado"	"Delegación\Municipio"	"Calle"	"No. Exterior"	"No. Interior"	"Entre calle 1"	"Entre calle 2"	"Colonia"	"Localidad"	"Parque o puerto industrial"	"Código postal"
"IMM8L2803211"	"IMI MANUFACTURING DE MEXICO S.A DE C.V."	"Articulos y productos metalicos "	"Produccion de maquinaria, equipos, aparatos, partes y/o sus piezas"	"PRODUCCION ENSAMBLE MANUFACTURA DISTRIBUCION Y COMERCIO DE EQUIPO DISPENSADOR DE REFRESCOS"	0	0	26.01192	-98.21592	"TAMAULIPAS"	"Reynosa"	"BRECHA E99"	"A12"				"PARQUE IND. REYNOSA"	"REYNOSA"	"PARQUE INDUSTRIAL REYNOSA"	88780
"IMO5H2402811"	"INDUSTRIAS MONFEL S.A. DE C.V."	"Quimica"	"Produccion de acidos organicos"	"ELABORACION COMPRA VENTA IMPORTACION Y EXPORTACION DE PRODUCTOS QUIMICOS EN GENERAL"	0	0	22.10112	-100.90391	"SAN LUIS POTOSI"	"San Luis Potosi"	"AV. PROMOCION"	345		"EJE 120"	"AV. PLANEACION"	"ZONA INDUSTRIAL"	"SAN LUIS POTOSI"	"ZONA INDUSTRIAL 1a SECCION"	78395
"IMPEA1508111"	"IMPERQUIMIA S. A. DE C.V."	"Pinturas y tintas "	"Produccion de pinturas, recubrimientos e impermeabilizantes"	"FABRICACION DE IMPERMEABILIZANTES PINTURA Y SIMILARES."	0	0	"20°45'10"""	"99°0'20"""	"MEXICO"	"Tecamac"	"KM. 47.6 CARR. FEDERAL MEXICO PACHUCA"	"sS N"				"LOS REYES ACOZAC"	"TECAMAC"	"ZONA INDUSTRIAL TECAMAC"	43800
"IMSEA0803761"	"INSTITUTO MEXICANO DEL SEGURO SOCIAL HOSPITAL GENERAL DE ZONA No 6"	"Servicios de salud y de asistencia"	"Clinicas, centros de salud y consultorios"	"SERVICIOS HOSPITALARIOS"	362716	3512310	"31°40'0"""	"106°30'60"""	"CHIHUAHUA"	"Juarez"	"JUVENAL ARAGON ROMO"	450		"ADOLFO LOPEZ MATEOS"	"PASEO TRIUNFO DE LA REPUBLICA"	"PRONAF"	"CD JUAREZ"		32310
"IMSHI2700712"	"UNIDAD DE MEDICINA FAMILIAR No. 33 DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL"	"Servicios de salud y de asistencia"	"Clinicas, centros de salud y consultorios"	"PRESTACION DE SERVICIOS DE ATENCION MEDICA DE PRIMER NIVEL"	0	0	"17°44'1"""	"91°46'14"""	"TABASCO"	"Emiliano Zapata"	"PROLONGACION DE CAMINO GANADERO"	"SIN NUMERO"		"SIN NOMBRE"	"SIN NOMBRE"	"OTOÑO"	"EMILIANO ZAPATA"		86990
"IMSHM2700211"	"HOSPITAL GENERAL DE ZONA No. 02 DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL"	"Servicios de salud y de asistencia"	"Hospitales"	"SERVICIOS DE ATENCION MEDICA DE SEGUNDO NIVEL"	0	0	"18°8'2"""	"92°57'57"""	"TABASCO"	"Cardenas"	"FRANCISCO TRUJILLO GURRIA"	"SN"		"CARRETERA CIRCUITO DEL GOLFO"	"SIN NOMBRE"	"CENTRO"	"CARDENAS"		86500
"IMSHM2700421"	"HOSPITAL GENERAL DE ZONA Num. 46 DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL"	"Servicios de salud y de asistencia"	"Hospitales"	"SERVICIOS DE ATENCION MEDICA DE SEGUNDO NIVEL"	0	0	"18°0'46"""	"92°54'54"""	"TABASCO"	"Centro"	"AV. UNIVERSIDAD KM 02"	"SIN NUMERO"		"SIN NOMBRE"	"SIN NOMBRE"	"CASA BLANCA"	"VILLAHERMOSA"		86060
"IMSRP2701711"	"HOSPITAL GENERAL DE SUBZONA No. 04 DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL"	"Servicios de salud y de asistencia"	"Hospitales"	"SERVICIOS DE ATENCION MEDICA DE SEGUNDO NIVEL"	0	0	"17°28'6"""	"-91°25'35"""	"TABASCO"	"Tenosique"	"CALLE 20"	"SN"				"CENTRO"	"TENOSIQUE"		86900
"INC741412111"	"INCALPA S.A. DE C.V."	"Cemento y Cal"	"Produccion de cal"	"PRODUCCIÓN DE CAL."	0	0	"19°38'36"""	"103°26'07"""	"JALISCO"	"Zapotiltic"	"DOMICILIO CONOCIDO"	"SN"				"CONOCIDO"	"ZAPOTILTIC"		49630
"INDAY0200311"	"INDOTEL S. DE R.L. DE C.V."	"Otros"	"Servicios de Hotel"	"ESTABLECIMIENTO S Y EXPLOTACION DE CENTROS TURISTICOS Y DE DESCANSO."	0	0	"32°32'58"""	"116°39'55"""	"BAJA CALIFORNIA"	"Tecate"	"CARR. FED. TECATE TIJUANA KM136.5 A"	"SN"				"RANCHO LA PUERTA"	"TECATE"		21520
"INFEA1306911"	"INFUS.A."	"Metalurgica (incluye la siderurgica) "	"Fundicion y moldeo de piezas de metales no ferrosos"	"FUNDICIÓN Y MOLDEO DE PIEZAS DE METALES NO FERROSOS."	0	0	"20°33'24"""	"99°42'52"""	"HIDALGO"	"Tizayuca"	"AV. INDUSTRIA MANUFACTURERA 9A"	"9A"				"ATEMPA"	"TIZAYUCA"		43800
"INLLY1412011"	"INDUSTRIA NACIONAL DE LUBRICANTES SA DE CV"	"Tratamiento de residuos peligrosos "	"Tratamiento de residuos peligrosos para uso como combustibles alternos"	"TRATAMIENTO DE RESIDUOS PELIGROSOS PARA USO COMO COMBUSTIBLES ALTERNOS."	0	0	20.74924	-103.39412	"JALISCO"	"Zapopan"	"PRIVADA DE LOS OLIVOS"	100		"INDUSTRIA TEXTIL"	"TALAVERA"	"ALTAGRACIA"	"ZAPOPAN"	"ZONA INDUSTRIAL ZAPOPAN NORTE"	45130
"INORP2104111"	"INDUSTRIAS NORM S.A. DE C.V."	"Automotriz "	"Produccion de otras auto partes"	"PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN)."	0	0	"19°6'43"""	"-98°15'50"""	"PUEBLA"	"Cuautlancingo"	"CAMINO A SAN LORENZO"	1202		"CALLE AMADOR"	"SIN NOMBRE"		"SANCTORUM"	"CORREDOR EMPRESARIAL CUAUTLANCINGO AC"	72730
"IPARP2401311"	"INGENIO PLAN DE AYALA S.A. DE C.V."	"Alimenticio y/o de consumo humano "	"Ingenios azucareros"	"ELABORACION DE AZUCAR REFINADA"	0	0	"22°0'58"""	"99°2'53"""	"SAN LUIS POTOSI"	"Ciudad Valles"	"CARRETERA AL INGENIO KM 3.5"	"N A"				"PLAN DE AYALA"	"CD VALLES"	"A ORILLAS DE LA CIUDAD"	79030
"IPEEA2802211"	"STEPAN MEXICO S.A. DE C.V."	"Quimica"	"Produccion de jabones y detergentes"	"PRODUCCIÓN DE JABONES Y DETERGENTES (SÓLO SI SE PRODUCEN LAS SUSTANCIAS BÁSICAS; INCLUYE O"	0	0	"25°54'5"""	"97°30'0"""	"TAMAULIPAS"	"Matamoros"	"AV. UNIONES"	150				"ESPERANZA"	"MATAMOROS"	"ZONA INDUSTRIAL"	87310
"IPI743001411"	"INDUSTRIALIZADORA DE PIEDRA S.A. DE C.V."	"Cemento y Cal"	"Produccion de cal"	"ELABORACION DE CAL"	722000	2087000	"18°51'45"""	"96°53'27"""	"VERACRUZ"	"Amatlan de los Reyes"	"KM. 343.7 CARRETERA CORDOBA A VERACRUZ"	1	457				"PEÑUELA"	"PREDIO UBICADO EN ZONA RURAL"	94945
"IPM150331111"	"INDUSTRIAS PETROTEC DE MEXICO SA DE CV"	"Quimica"	"Produccion de plaguicidas y otros quimicos agricolas"	"FABRICACION DE ANTIOXIDANTES Y FUNGICIDAS DE USO AGROPEC Y ANTIOXIDANTES DE CONSUMO HUMANO"	0	0	19.558	-99.04568	"MEXICO"	"Ecatepec de Morelos"	"GUANAJUATO"	49	"A"	"AVENIDA INDUSTRIA"	"NUEVO LEON"	"TULPETLAC"	"SANTA MARIA"		55400
"IPM551610211"	"INDUSTRIAL PAPELERA MEXICANA S.A DE C.V."	"Celulosa y papel"	"Fabricacion de celulosa"	"FABRICACIÓN DE CELULOSA."	0	0	"19°25'30"""	"102°01'00"""	"MICHOACAN"	"Uruapan"	"BOULEVARD INDUSTRIAL"	3201				"LA COFRADIA"	"URUAPAN"	"PERIFERIA DE LA CIUDAD"	60221
"IPM5T0502711"	"IVAX Pharmaceuticals Mexico S.A. de C.V."	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"Fabricación de Medicamentos"	0	0	"25°32'26"""	"100°57'2"""	"COAHUILA"	"Ramos Arizpe"	"Blvd. Morelos 1655"	1655		"Blvd. Diaz Ordaz"	"Vito Alesio"	"Año de Juarez"	"Ramos Arizpe"		25900
"IPM5T0901211"	"IVAX PHARMACEUTICALS MEXICO S.A. de C.V."	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS"	2135300	485200	19.31452	-99.14099	"DISTRITO FEDERAL"	"Coyoacan"	"CALZADA DE TLALPAN"	3007		"TEXTITLAN"	"FRESNO"	"SANTA URSULA COAPA"	"DISTRITO FEDERAL"		4650
"IPMEA1407011"	"INDUSTRIAS PETROQUIMICAS MEXICANAS S.A. DE C.V."	"Quimica"	"Produccion de fibras y filamentos sinteticos y artificiales"	"PRODUCCIÓN DE FIBRAS Y FILAMENTOS SINTÉTICOS Y ARTIFICIALES (SÓLO SI INVOLUCRA REACCIÓN Q"	0	0	"20°29'47"""	"-103°13'56"""	"JALISCO"	"El Salto"	"KM 4 Y MEDIO CARRETERA A EL SALTO"	"SN"				"SAN JOSE DEL CASTILLO"	"EL SALTO"	"KM 4 Y MEDIO CARRETERA A EL SALTO"	45680
"IPOEA1403911"	"INDUSTRIAS POLYREY S.A. DE C.V."	"Quimica"	"Fabricacion de productos de espumas uretanicas"	"FABRICACIÓN DE PRODUCTOS DE ESPUMAS URETÁNICAS (SÓLO SI SE FABRICAN LAS SUBSTANCIAS BÁSICA"	0	0	"20°38'18"""	"-103°22'10"""	"JALISCO"	"Guadalajara"	"CALLE 2"	2467		"CALLE 5"	"CALLE 7"	"ZONA INDUSTRIAL"	"GUADALAJARA"	"ZONA INDUSTRIAL GUADALAJARA"	44940
"IPOEA1412011"	"INDUSTRIAS PROMI DE OCCIDENTE S. A. DE C. V."	"Metalurgica (incluye la siderurgica) "	"Extraccion y/o beneficio de caolin, arcillas y minerales refractarios"	"BENEFICIO DE CAOLIN CARBONATO DE CALCIO Y SILICATO DE SODIO"	0	0	"20°48'25"""	"103°27'40"""	"JALISCO"	"Zapopan"	"CAMINO A SAN ANGEL"	1100		"CARRETERA A COLOTLAN"		"LA MAGDALENA"	"LA MAGDALENA"	"SUBURBANA"	44200
"IPPEA2101511"	"CIA. INDUSTRIAL PAPELERA POBLANA S.A. DE C.V."	"Celulosa y papel"	"Produccion de papel"	"PRODUCCIÓN DE PAPEL."	0	0	"-98°2'58"""	"19°3'5"""	"PUEBLA"	"Amozoc"	"NA"	"NA"		"NA"	"NA"		"PUEBLA"	"KM 136 5 AUTOPISTA MEXICO ORIZABA"	72990
"IPS562402811"	"INDUSTRIAL PAPELERA SAN LUIS S.A. DE C.V."	"Celulosa y papel"	"Produccion de papel"	"FABRICACION DE PAPEL Y CARTON"	0	0	"22°7'30"""	"100°55'16"""	"SAN LUIS POTOSI"	"San Luis Potosi"	"EJE SAHOP"	210		"EJE 104"	"EJE 108"	"ZONA INDUSTRIAL"	"SAN LUIS POTOSI"	"ZONA INDUSTRIAL PRIMERA SECCION"	78395
"IPU8A2201411"	"INDUSTRIAS PULITEC S.A DE C. V."	"Quimica"	"Galvanoplastia"	"LIJADO PULIDO Y CROMADO DE PIEZAS DE LATÓN (ACCESORIOS PARA BAÑO)"	0	0	20.62535	-100.43831	"QUERETARO"	"Queretaro"	"ACCESO II"	26		"CALLE 2"	"ACCESO III"	"BENITO JUAREZ"	"QUERÉTARO"	"PARQUE INDUSTRIAL BENITO JUAREZ"	76120
"IQI5K3003921"	"INDUSTRIA QUIMICA DEL ISTMO S.A DE C.V."	"Quimica"	"Produccion de gases industriales"	"PRODUCTORA DE GASES INORGANICOS"	0	0	"18°6'6"""	"94°23'26"""	"VERACRUZ"	"Coatzacoalcos"	"AVENIDA No. 4"	"SN"	"SN"	"AVENIDA No. 4"	"AVENIDA No. 5"	"NA"		"Complejo Industrial Pajaritos"	96400
"IQI5M1903911"	"Industrias Químicas del Itsmo S. A. de C. V."	"Quimica"	"Produccion de materias primas para medicamentos"	"PRODUCCIÓN DE MATERIAS PRIMAS PARA MEDICAMENTOS."	0	0	"25°40'0"""	"-100°20'0"""	"NUEVO LEON"	"Monterrey"	"Ave. Adolfo Ruiz Cortinez"	2333		"Celulosa"	"Privada Roble"	"Pedro Lozano"	"Monterrey"	"Complejo Industrial Grupo CYDSA"	64400
"IQIMB2903911"	"INDUSTRIA QUIMICA DEL ISTMO S.A.DE C.V."	"Quimica"	"Produccion de substancias quimicas a partir de mezclas"	"PRODUCCION DE SUSTANCIAS QUIMICAS CUANDO EXISTE REACCION QUIMICA ( EXCLUYE MEZCLAS SIN RE"	0	0	"19°23'5"""	"98°3'0"""	"TLAXCALA"	"Xaloztoc"	"CARRETERA MEXICO VERACRUZ"	"KM 128"					"SAN COSME XALOZTOC"	"CORREDOR INDUSTRIAL SAN COSME XALOZTOC"	90460
"IRA1Z2104111"	"INDUSTRIAS RAGAR S.A. DE .C.V."	"Alimenticio y/o de consumo humano "	"Preparacion y envasado alimentos"	"DESHIDRATACIÓN DE MATERIAS ALIMENTICIAS"	0	0	"19°6'40"""	"98°15'29"""	"PUEBLA"	"Cuautlancingo"	"RIO GRIJALVA"	5		"ANTIGUO CAMINO A SAN LORENZO"	"AVANIDA GUERRERO"	"CORREDOR EMPRESARIAL CUAUTLANCINGO"	"LA TRINIDAD SANCTORUM"	"CORREDOR EMPRESARIAL CUAUTLANCINGO"	72730
"IRE5U1902611"	"INNOVA Recubrimientos S.A. de C.V."	"Pinturas y tintas "	"Produccion de pinturas, recubrimientos e impermeabilizantes"	"PRODUCCIÓN DE TODO TIPO DE PINTURAS, RECUBRIMIENTOS E IMPERMEABILIZANTES (EXCLUYE PRODUCTO"	344	456	"25º22'0.2"""	"100º12'20.17"""	"NUEVO LEON"	"Guadalupe"	"CARR. A SAN MIGUEL KM.5"	"SN"				"HACIENDA LA ESPAÑOLA"	"GUADALUPE"	"SAN MIGUEL KM 5"	67110
"IRH882802711"	"Industrias Rheem S.A. de C.V."	"Articulos y productos metalicos "	"Produccion de calentadores y quemadores"	"Produccion de calentadores y quemadores"	0	0	27.46126	-99.53168	"TAMAULIPAS"	"Nuevo Laredo"	"Los Dos Laredos"	7				"Parque Industrial Los Dos Laredos"	"Nuevo Laredo"	"Los Dos Laredos"	88290
"ISLRP0200411"	"Industrias SL S.A. de C.V."	"Articulos y productos metalicos "	"Produccion de maquinaria, equipos, aparatos, partes y/o sus piezas"	"Electrónica"	0	0	"32°39'46"""	"-115°27'4"""	"BAJA CALIFORNIA"	"Tijuana"	"Av. Costa Rica"	"No"	60	"Justo Sierra"	"Bogotá"	"Cuahutemoc"	"Mexicali"		21000
"ISMDA2405811"	"INGENIO SAN MIGUEL DEL NARANJO SA DE CV"	"Alimenticio y/o de consumo humano "	"Ingenios azucareros"	"ELABORACION DE AZUCAR Y MIEL INCRISTALIZABLE"	0	0	"22°31'87"""	"99°19'96"""	"SAN LUIS POTOSI"	"El Naranjo"	"DOMICILIO CONOCIDO"	"SN"		"CARRETERA BARRA DE NAVIDAD"	"EL SALTO"	"ESPERANZA NORTE"	"EL NARANJO"		79311
"ISOEA2111411"	"INDUSTRIAL SOBASA S.A. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Laminacion secundaria de hierro y acero"	"FABRICACIÓN YCOMERCIALIZACION DE PRODUCTOS DERIVADOS DEL ACERO"	0	0	"19°3'39"""	"-98°9'31"""	"PUEBLA"	"Puebla"	"CALLE F"	16	"C"	"E"	"G"	"ZONA INDUSTRIAL"	"PUEBLA"	"PUEBLA 2000"	72226
"IST8A1901211"	"IDEAL STANDARD"	"Quimica"	"Galvanoplastia"	"FABRICACION DE MUEBLES Y ACCESORIOS PARA BAÑO"	0	0	"25°52'38.80"""	"100°13'24.01"""	"NUEVO LEON"	"Cienega de Flores"	"CARRETERA MEXICO LAREDO KM1011"	"KM1011"						"PARQUE INDUSTRIAL"	65550
"ITAAD2201411"	"ITALAISE S.A. DE C.V."	"Generacion de energia electrica "	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	0	0	"20°36'28"""	"0.1°24'32"""	"QUERETARO"	"Queretaro"	"AV. SAN DIEGO"	1		"5 DE FEBRERO"	"SAN JOSE"	"CARRILLO PUERTO"	"SANTIAGO DE QUERETARO"		76200
"ITE8Q1700711"	"INDUSTRIAS TECNOS S.A. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Produccion de armas de fuego y/o sus complementos"	"FABRICACION DE CARTUCHOS DE DIFERENTES CALIBRES"	0	0	"18°58'15"""	"99°12'9"""	"MORELOS"	"Cuernavaca"	"CARRETERA CUERNAVACATEPOZTLAN"	"KM 6"		"COLONIA EL MIRADOR"	"FRACCIONAMIENTO LA HERRADURA"	"AHUATEPEC"	"AHUATEPEC"	"AHUATEPEC"	62300
"ITMRP2802711"	"INDUSTRIAS TRICON DE MEXICO S.A. DE C.V."	"Automotriz "	"Confeccion de asientos y accesorios de tela de uso automotriz"	"FABRICACION DE CUBREASIENTOS PARA AUTOMOVILES"	444988	3035693	"27°26'37"""	"-99°33'24"""	"TAMAULIPAS"	"Nuevo Laredo"	"ANZURES"	930				"FRACC. LOS FRESNOS"	"NUEVO LAREDO"	"FRACCIONAMIENO LOS FRESNOS"	88000
"ITP5U1505112"	"INDUSTRIAL TECNICA DE PINTURAS S.A. DE C.V."	"Pinturas y tintas "	"Produccion de pinturas, recubrimientos e impermeabilizantes"	"FABRICACION DE PINTURA"	0	0	19.30155	-99.52743	"MEXICO"	"Lerma"	"AV DEL PARQUE"	"MZ10"	"LOTE 11"	"AV. SAN RAFAEL"	"CIRCUITO DE LA INDUSTRIA"	"PARQUE INDUSTRIAL LERMA"	"LERMA"	"PARQUE INDUSTRIAL LERMA"	52000
"ITP5U1510411"	"INDUSTRIAL TÉCNICA DE PINTURAS SA DE CV"	"Pinturas y tintas "	"Produccion de pinturas, recubrimientos e impermeabilizantes"	"FABRICACIÓN DE PINTURA VINÍLICA BASE AGUA"	0	0	19.52541	-99.20195	"MEXICO"	"Tlalnepantla de Baz"	"LIBERTAD"	5		"ND"	"ND"	"PUENTE DE VIGAS"		"PARQUE INDUSTRIAL PUENTE DE VIGAS"	54090
"IVO6E3004811"	"INDUSTRIAS VORIDIAN S.A. DE C.V."	"Quimica"	"Produccion de resinas sinteticas"	"PRODUCCION DE POLIETILENTEREFTALATO"	0	0	"18°2'54"""	"94°35'41"""	"VERACRUZ"	"Cosoleacaque"	"Predio Buenavista del Torre"	"SIN NUMERO"				"Rancho el Pipinaco"	"Cosoleacaque"	"Zona Industrial"	96340
"JCC910801911"	"Jabil Circuit de Chihuahua S. de R.L. de C.V."	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Manufactura de ensambles y sub-ensambles electronicos"	0	0	28.71798	-106.11002	"CHIHUAHUA"	"Chihuahua"	"Alejandro Dumas"	11341		"Homero"	"Miguel Barragan"	"Complejo Industrial Chihuahua"	"Chihuahua"	"Complejo Industrial Chihuahua"	31109
"JCI5T2107411"	"JANSSEN CILAG, S.A. DE C.V."	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"FABRICACION DE PRODUCTOS FARMACEUTICOS PARA CONSUMO HUMANO"	0	0	"19°12'20"""	"98°25'08"""	"PUEBLA"	"Huejotzingo"	"KILOMETRO 81.5 CARRETERA FEDERAL MEX-PUE"	"KM. 81.5"					"SAN MATEO CAPULTITLAN"	"CORREDOR INDUSTRIAL QUETZALCOATL"	74160
"JIGEA1403911"	"DAVID JIMENEZ GORDILLO"	"Quimica"	"Galvanoplastia"	"GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA)."	0	0	"20°38'36"""	"-103°20'41"""	"JALISCO"	"Guadalajara"	"CALLE 4"	2060		"CALLE 7"	"CALLE 9"	"FERROCARRIL"	"GUADALAJARA"		44440
"JIN9D0803711"	"JUVER INDUSTRIAL S.A. DE C.V."	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"MANUFACTURA DE TODO TIPO DE COMPONENTES ELECTRICOS Y ASPIRADORAS Y PRODUCTOS PARA EL HOGAR"	0	0	31.74639	-106.42893	"CHIHUAHUA"	"Juarez"	"PROL. HNOS ESCOBAR"	6640		"RAFAEL PEREZ SERNA"	"AV. DEL CHARRO"	"P. I. OMEGA"	"CIUDAD JUAREZ"	"OMEGA"	32320
"JMEEA1412011"	"JABONES MEXICANOS SA DE CV"	"Quimica"	"Produccion de jabones y detergentes"	"PRODUCCIÓN DE JABONES Y PASTA BASE"	0	0	"20°40'28"""	"-103°24'28"""	"JALISCO"	"Zapopan"	"AV. VALLARTA"	4500		"AV. NIÑO OBRERO"	"AV. INGLATERRA"	"JARDINES VALLARTA"	"ZAPOPAN"		45140
"JMM9M2201111"	"Johnson Matthey de México S.A. de C.V."	"Automotriz "	"Produccion de otras auto partes"	"Fabricación y venta de catalizadores para el control de emisiones"	2274457	367750	"20°33'59"""	"100°24'14"""	"QUERETARO"	"El Marques"	"Av. La Cañada"	1		"Av. del Marqués"	"Av. Acueducto"	"Parque Ind. B. Quintana"	"El Marqués"	"Parque Industrial Bernardo Quintana"	76246
"JMR8A0100111"	"J. M. ROMO, S.A. DE C.V."	"Articulos y productos compuestos de diferentes materiales "	"Articulos y productos compuestos de diferentes materiales"	"FABRICACIÓN DE MUEBLES DE MADERA Y ESTANTERIA METALICA"	1969838	704781	21.87702	-102.29344	"AGUASCALIENTES"	"Aguascalientes"	"DR. JESUS DIAZ DE LEON"	405		"VICENTA TRUJILLO"	"DEL SOL"	"EL ENCINO"	"AGUASCALIENTES"		20240
"JPEEA0901611"	"JABONES Y PERFUMES S.A. DE C.V."	"Quimica"	"Produccion de jabones y detergentes"	"FABRICACION DE JABON Y PRODUCTOS DE TOCADOR Y BELLEZA"	0	0	"98°23'43"""	"98°39'27"""	"DISTRITO FEDERAL"	"Miguel Hidalgo"	"LAGO ALBERTO"	436	"A"	"BAHIA SAN HIPOLITO"	"LAGO XOCHIMILCO"	"ANAHUAC"	"MEXICO"		11320
"KAC9M2803211"	"KONGSBERG AUTOMOTIVE S. DE R.L. DE C.V."	"Automotriz "	"Produccion de otras auto partes"	"FABRICACION DE ESPONJAS TERMICAS PARA ASIENTOS DE VEHICULOS"	0	0	26.0093	-98.20827	"TAMAULIPAS"	"Reynosa"	"AUTOPISTA PUENTE A PHARR"	1500		"CARR. REYNOSA A MATAMOROS"	"BRECHA E 99"	"PARQUE IND. REYNOSA"	"REYNOSA"	"PARQUE INDUSTRIAL REYNOSA"	88780
"KAM8A0200412"	"KAMIMEX S.A DE C.V"	"Quimica"	"Galvanoplastia"	"GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA)."	0	0	32.47075	-116.98861	"BAJA CALIFORNIA"	"Tijuana"	"BLVD PACIFICO"	14537				"PARQUE INDUSTRIAL PACIFICO"		"PARQUE INDUSTRIAL PACIFICO"	22490
"KCM561505711"	"KIMBERLY CLARK DE MEXICO S.A. DE C.V."	"Celulosa y papel"	"Produccion de papel"	"PAPELERA"	477346	2152167	19.46503	-99.21567	"MEXICO"	"Naucalpan de Juarez"	"AVENIDA UNO"	9		"16 DE SEPTIEMBRE"	"CERRADA DE PIRAMIDE"	"ALCE BLANCO"		"FRACCCIONAMIENTO INDUSTRIAL ALCE BLANCO"	53370
"KCM562201621"	"KIMBERLY CLARK DE MEXICO .S.A. DE C.V"	"Celulosa y papel"	"Produccion de papel"	"PRODUCCIÓN DE PAPEL."	2253102	14397940	"20°22'31"""	"99°58'42"""	"QUERETARO"	"San Juan del Rio"	"AV.CENTRAL DR. AYALA ECHAVARRI KM.0.5"	"n.a"				"SAN CAYETANO"		"ZONA INDUSTRIAL SAN JUAN DEL RIO"	76800
"KEM5T0901211"	"CEVA KEMIA S.A. DE C.V."	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"FABRICACION Y VENTA DE PRODUCTOS BIOLOGICOS Y FARMACEUTICOS DE USO VETERINARIO."	0	0	19.27125	-99.16554	"DISTRITO FEDERAL"	"Tlalpan"	"CLAVEL"	46		"DEL ROSAL"	"CDA. CLAVEL NTE."	"CHIMALCOYOLT"			14630
"KEMQB1409811"	"KEMINSOL S.A. DE C.V."	"Otros"	"Almacenes de sustancias quimicas"	"IMPORTACION ALMACEN ENVASADO Y DISTRIBUCCION DE SUSTANCIAS QUIMICAS"	0	0	20.61664	-103.42375	"JALISCO"	"Tlaquepaque"	"PERIFERICO SUR"	"8565 A"		"LOPEZ MATEOS"	"AV. DEL ITESO"	"EL MANTE"	"JALISCO"		45090
"KFIS52800311"	"Kaltex Fibers S.A. de C.V."	"Quimica"	"Produccion de fibras y filamentos sinteticos y artificiales"	"Fabricacion de Fibras Sintticas de Acrílico"	0	0	22.40855	-97.88704	"TAMAULIPAS"	"Altamira"	"Boulevard de los Ríos"	4390				"Puerto Industrial"	"Altamira"	"Puerto Industrial de Altamira"	4390
"KIM3A1510411"	"Kimex S.A. de C.V."	"Textiles, fibras e hilos "	"Acabado de fibras, hilos, hilados y telas textiles"	"Fabricante de Fibras Sintéticas de Poliéster y Nylon"	0	0	"19°32'0"""	"99°11'39"""	"MEXICO"	"Tlalnepantla de Baz"	"Autopista México Querétaro"	"Km 26.5"		"Carretera a Lago de Guadalupe"	"Plaza de la República"	"Lomas Boulevares"	"Tlalnepantla"		54020
"KIMEA2803211"	"KIMCO S.A DE C.V"	"Articulos y productos compuestos de diferentes materiales "	"Produccion de equipos y/o articulos, medicos y/o quirurgicos"	"PRODUCCION DE EQUIPOS ELECTRONICOS DE USO MEDICO"	578222.3	2879412.922	"26°1'58"""	"-98°13'9"""	"TAMAULIPAS"	"Reynosa"	"BRECHA E. 99 NTE"	"SECCION"	44	"CARRETERA A MATAMOROS"	"BOULERBARD LUIS DONALDO COLOSIO"	"PARQUE IND. REYNOSA"	"REYNOSA"	"PARQUE INDUSTRIAL REYNOSA"	88780
"KLM692201411"	"KLUBER LUBRICACION MEXICANA S. A. DE C. V."	"Quimica"	"Produccion de grasas, aceites lubricantes y aditivos"	"FABRICACION DE ACEITES Y GRASAS LUBRICANTES"	0	0	"20°44'49"""	"100°26'33"""	"QUERETARO"	"Queretaro"	"AV. DE LA MONTAÑA"	109		"ND"	"ND"	"SANTA ROSA JAUREGUI"	"SANTA ROSA JAUREGUI"	"PARQUE INDUSTRIAL QUERETARO"	76220
"KLMRP1510411"	"KOLMAR DE MÉXICO S. A DE C.V."	"Quimica"	"Produccion de materias primas para perfumes y cosmeticos"	"MAQUILA DE COSMETICOS"	0	0	"19°33'41"""	"-99°12'2"""	"MEXICO"	"Tlalnepantla de Baz"	"LATERAL DE AV. TEQUESQUINAHUAC CEYLAN"	20		"VÍA GUSTAVO BAZ"	"AV. TEQUESQUINAHUAC"	"TEQUESQUIHAUAC"			54020
